asset_id,category,filename,status,tool,model,created_at,prompt_file,source_file,final_file,manual_edits,license,approved_by,notes,sha256
chr_player_idle_south_a_v001,character-sprite,Assets/_Project/Art/M1Production/Characters/chr_player_idle_south_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/player_idle_south_source.png,Assets/_Project/Art/M1Production/Characters/chr_player_idle_south_a_v001.png,chroma-key crop nearest resize bottom-align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,07de850c79c616638f552da71b42f5dd83d21ee108ae53ae6a641296c5cf6424
chr_dasher_idle_south_a_v001,character-sprite,Assets/_Project/Art/M1Production/Characters/chr_dasher_idle_south_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/dasher_idle_south_source.png,Assets/_Project/Art/M1Production/Characters/chr_dasher_idle_south_a_v001.png,chroma-key crop nearest resize bottom-align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,187b38b2c61fb4de6cd1ab69ae4e186b4c8ddb48743260a6464d8047f6ebe3e8
chr_archer_idle_south_a_v001,character-sprite,Assets/_Project/Art/M1Production/Characters/chr_archer_idle_south_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/archer_idle_south_source.png,Assets/_Project/Art/M1Production/Characters/chr_archer_idle_south_a_v001.png,chroma-key crop nearest resize bottom-align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,7cb99474e1f39302842d03db159baf25ecfd62f15fc75e3761298ba4e126ff9b
chr_minion_idle_south_a_v001,character-sprite,Assets/_Project/Art/M1Production/Characters/chr_minion_idle_south_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/minion_idle_south_source.png,Assets/_Project/Art/M1Production/Characters/chr_minion_idle_south_a_v001.png,chroma-key crop nearest resize bottom-align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,5946d391472afa0066121be6efe1c9b7ca12cf6bab6cad282aaf16abce1cf73a
ui_icon_soul_pickup_a_v001,pickup-icon,Assets/_Project/Art/M1Production/Pickups/ui_icon_soul_pickup_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/soul_pickup_source.png,Assets/_Project/Art/M1Production/Pickups/ui_icon_soul_pickup_a_v001.png,chroma-key crop nearest resize center,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,f21c1229468079bb52f8dc4aa0136665c3986f7781039053a9f5c1ffc688be01
env_exit_closed_south_a_v001,environment-sprite,Assets/_Project/Art/M1Production/Environment/env_exit_closed_south_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/exit_closed_source.png,Assets/_Project/Art/M1Production/Environment/env_exit_closed_south_a_v001.png,chroma-key crop nearest resize center 106px height,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,c7b065360e84a7c231276b4987ac5953f7d31fca75a9db8360b66e3c49fdd146
ui_icon_bless_haste_a_v001,ui-icon,Assets/_Project/Art/M1Production/UI/ui_icon_bless_haste_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/blessing_haste_icon_source.png,Assets/_Project/Art/M1Production/UI/ui_icon_bless_haste_a_v001.png,chroma-key crop nearest resize center,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,f7fa3f8212940b5ff217cb1d8603c0b5d3e94cd1673931fe088b6302a42ae925
ui_icon_bless_giant_a_v001,ui-icon,Assets/_Project/Art/M1Production/UI/ui_icon_bless_giant_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/blessing_giant_icon_source.png,Assets/_Project/Art/M1Production/UI/ui_icon_bless_giant_a_v001.png,chroma-key crop nearest resize center,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,5570ca37ac0f28e2de5cd8f012279229be61938c17f135508cd01de4e48e6086
env_dungeon_floor_tile_a_v001,environment-tile,Assets/_Project/Art/M1Production/Environment/env_dungeon_floor_tile_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_unity_sprite_prompts_v001.json,Docs/AI_Usage/sources/m1_unity_v001/dungeon_floor_tile_source.png,Assets/_Project/Art/M1Production/Environment/env_dungeon_floor_tile_a_v001.png,chroma-key crop nearest resize synchronize opposite edges,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_unity_sprites_v001.json;actual=128x128,8b278228082e1f8c2dc6281e496b0651bef6ca4cdbb1825afcbbf82e26f47446
chr_player_animation_atlas_v001,character-animation-atlas,Assets/_Project/Art/M1Production/Characters/Animation/chr_player_animation_atlas_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_animation.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_directional_animation_prompts_v001.json,Docs/AI_Usage/sources/m1_animation_v001,Assets/_Project/Art/M1Production/Characters/Animation/chr_player_animation_atlas_v001.png,chroma-key normalize mirror diagonal pixel composite deterministic state-frame transforms and atlas packing,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_directional_animations_v001.json;actual=6144x768;subSprites=232,c9ccd01706fec9faaf4ffeb504b67cb50aeb6675a5125270f4d1c3d5582b52cf
chr_dasher_animation_atlas_v001,character-animation-atlas,Assets/_Project/Art/M1Production/Characters/Animation/chr_dasher_animation_atlas_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_animation.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_directional_animation_prompts_v001.json,Docs/AI_Usage/sources/m1_animation_v001,Assets/_Project/Art/M1Production/Characters/Animation/chr_dasher_animation_atlas_v001.png,chroma-key normalize mirror diagonal pixel composite deterministic state-frame transforms and atlas packing,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_directional_animations_v001.json;actual=6144x896;subSprites=264,424d7943ec171846aa69e4dda209a26283632df552a2b76a8cdf3fb4947a0dde
chr_archer_animation_atlas_v001,character-animation-atlas,Assets/_Project/Art/M1Production/Characters/Animation/chr_archer_animation_atlas_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_animation.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_directional_animation_prompts_v001.json,Docs/AI_Usage/sources/m1_animation_v001,Assets/_Project/Art/M1Production/Characters/Animation/chr_archer_animation_atlas_v001.png,chroma-key normalize mirror diagonal pixel composite deterministic state-frame transforms and atlas packing,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_directional_animations_v001.json;actual=6144x896;subSprites=264,8703f121b5794a2290c2fe22e32fbaa6b3e6a5b3f37a8da6b1a32a67343e5bda
chr_minion_animation_atlas_v001,character-animation-atlas,Assets/_Project/Art/M1Production/Characters/Animation/chr_minion_animation_atlas_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m1_animation.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m1_directional_animation_prompts_v001.json,Docs/AI_Usage/sources/m1_animation_v001,Assets/_Project/Art/M1Production/Characters/Animation/chr_minion_animation_atlas_v001.png,chroma-key normalize mirror diagonal pixel composite deterministic state-frame transforms and atlas packing,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m1_directional_animations_v001.json;actual=6144x640;subSprites=184,13b550f5b46dc4e05c0ccc4c403031532667775bafe917cdeaa10f3c6ef9c124
chr_golem_animation_atlas_v001,character-animation-atlas,Assets/_Project/Art/M2Preproduction/Characters/Animation/chr_golem_animation_atlas_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/golem_idle_*_source.png,Assets/_Project/Art/M2Preproduction/Characters/Animation/chr_golem_animation_atlas_v001.png,chroma-key normalize mirror deterministic state-frame transforms and atlas packing,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=6144x896;subSprites=264,331dc230740e5dc6977e5e207cecf7c742c59069e0961929fe56de1ea062a4e9
ui_icon_bless_echo_a_v001,ui-icon,Assets/_Project/Art/M2Preproduction/UI/ui_icon_bless_echo_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Preproduction/UI/ui_icon_bless_echo_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,f4623e7e9333055cb194d1f410d3e0c13705f5afd2d263f8ba27f68915328501
ui_icon_echo_status_a_v001,ui-icon,Assets/_Project/Art/M2Preproduction/UI/ui_icon_echo_status_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Preproduction/UI/ui_icon_echo_status_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,b89721f3c5c84e813669a9050a6743dcc96175b162485db39f4122abbccc0a17
vfx_echo_double_silhouette_a_v001,vfx-sprite,Assets/_Project/Art/M2Preproduction/VFX/vfx_echo_double_silhouette_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Preproduction/VFX/vfx_echo_double_silhouette_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,21d4a09117d1d31923604a163bc5d76e1c5981e02812d2a3e52183bc260e4390
vfx_echo_line_telegraph_a_v001,vfx-sprite,Assets/_Project/Art/M2Preproduction/VFX/vfx_echo_line_telegraph_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Preproduction/VFX/vfx_echo_line_telegraph_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,5d95f7cc1498201175f9dc053d246d628fda6861d96622a94a800497a2cbed2d
vfx_echo_ring_telegraph_a_v001,vfx-sprite,Assets/_Project/Art/M2Preproduction/VFX/vfx_echo_ring_telegraph_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Preproduction/VFX/vfx_echo_ring_telegraph_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,2930fbe9c509a2f6b65ef5a11041a8363ea885ba1b26affd2588d45c23a007d7
vfx_echo_apply_burst_a_v001,vfx-sprite,Assets/_Project/Art/M2Preproduction/VFX/vfx_echo_apply_burst_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Preproduction/VFX/vfx_echo_apply_burst_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,12be51e7c71b04879fc43d279ab53ac0625c3d8fca70ff397034ade5b7091998
vfx_resonance_aura_a_v001,vfx-sprite,Assets/_Project/Art/M2Preproduction/VFX/vfx_resonance_aura_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Preproduction/VFX/vfx_resonance_aura_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,d26ad34bf5ad75df34b0b5fda5a916aebed0f2079f2a79fb247127803b1761f2
vfx_resonance_arrival_sigil_a_v001,vfx-sprite,Assets/_Project/Art/M2Preproduction/VFX/vfx_resonance_arrival_sigil_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/echo_vfx_sheet_source.png,Assets/_Project/Art/M2Preproduction/VFX/vfx_resonance_arrival_sigil_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,22fb2a7b0704a12a109e55cb9604e1e946803aa7f6ab2a407f46d3c1ba088270
env_cliff_edge_tile_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_cliff_edge_tile_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_cliff_edge_tile_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,6b04af36d41e9643f9a5ce247203e25e14fba31761890a38ebc2b79b1e8629c7
env_cliff_inner_corner_tile_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_cliff_inner_corner_tile_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_cliff_inner_corner_tile_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,12302ca38e1aaa9bca82383bafe93596b7ac173ec4b3b5d358faac0376193257
env_destructible_pillar_intact_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_destructible_pillar_intact_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_destructible_pillar_intact_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,9c09f9737500b5fd88aa122f515eb95ecea4b3955741e1b26de507d51de7015b
env_destructible_pillar_damaged_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_destructible_pillar_damaged_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_destructible_pillar_damaged_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,40c3f8adaa8a401003b9b0e1bc74d370b37dbef5d56aa1abf93ed11bc7c1cce2
env_destructible_pillar_rubble_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_destructible_pillar_rubble_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_destructible_pillar_rubble_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,d0b4d04cff41a8a8aec490dab604610304db3b4f2682affa1afb5b239206a270
env_spike_trap_inactive_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_spike_trap_inactive_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_spike_trap_inactive_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,7a4121920e8876b94c6c5b17f03af3eb34808a2f14f9796e609159bd89793ada
env_spike_trap_warning_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_spike_trap_warning_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_spike_trap_warning_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,b19ab9dcbcdfbbe3f0d24ce291092e367f77bb715279e150682145707fa5db8f
env_spike_trap_active_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_spike_trap_active_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_spike_trap_active_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,09c320a3ed4660858c4b7d359bdbca4ccd9a51402dca8d715bdd8dee304a0c36
env_broken_wall_rubble_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_broken_wall_rubble_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_broken_wall_rubble_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,dda9d3c98671664deb34ef4b99d018a3745f203bec88dbc8adee9f94c94f7917
env_fractured_floor_tile_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_fractured_floor_tile_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_fractured_floor_tile_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,8bf587bd9d73029b7dd01647193aaeea87f4c9a5973b4bfd3a9fb8b21dd8b7b5
env_final_room_floor_tile_a_v001,environment-sprite,Assets/_Project/Art/M2Preproduction/Environment/env_final_room_floor_tile_a_v001.png,review-required,god-tibo-imagen 0.3.1 + process_m2_art.py,gpt-5.4,2026-07-13,Docs/AI_Usage/prompts/m2_image_resource_prompts_v001.json,Docs/AI_Usage/sources/m2_assets_v001/environment_mechanics_sheet_source.png,Assets/_Project/Art/M2Preproduction/Environment/env_final_room_floor_tile_a_v001.png,grid crop chroma-key nearest resize align,project-generated original pending review,pending-user-review,record=Docs/AI_Usage/generations/m2_image_resources_v001.json;actual=128x128,576a7bcf6dd551e74347dff83d4f08e12a53d4537e394b5319df83ba8016ded0
